Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating
Material Processing,Georgia Institute of Technology,88,Medium,College,70,Yes,Intermediate,4.8
Linear Circuits 1: DC Analysis,Georgia Institute of Technology,97,High,High School,69,Yes,Beginner,4.5
Lesson | Video Conferencing: Face to Face but Online,Georgia Institute of Technology,81,High,High School,69,Yes,Not Calibrated,4.5
Cloud Applications,Georgia Institute of Technology,83,Low,College,72,Yes,Advanced,4
Write Professional Emails in English,Georgia Institute of Technology,80,Low,High School,65,Yes,Intermediate,4.7
Build Your Professional ePortfolio in English,Georgia Institute of Technology,71,Medium,High School,70,Yes,Advanced,4.7
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,67,Low,High School,70,Yes,Intermediate,4.8
Material Behavior,Georgia Institute of Technology,66,Low,High School,71,No,Beginner,4.7
Take Your English Communication Skills to the Next Level,Georgia Institute of Technology,70,Medium,High School,68,No,Advanced,4.7
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Georgia Institute of Technology,78,Medium,College,66,Yes,Intermediate,4.8
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,Georgia Institute of Technology,74,Medium,College,65,Yes,Intermediate,4.8
Mechanics of Materials III: Beam Bending,Georgia Institute of Technology,72,High,High School,62,Yes,Advanced,4.8
Lesson | Small Talk & Conversational Vocabulary,Georgia Institute of Technology,93,Low,High School,63,No,Not Calibrated,4.4
Introduction to User Experience Design,Georgia Institute of Technology,55,Low,College,67,No,Beginner,4.5
Applications in Engineering Mechanics,Georgia Institute of Technology,86,Low,College,66,No,Beginner,4.8
Introduction to Engineering Mechanics,Georgia Institute of Technology,92,Low,Postgraduate,70,Yes,Intermediate,4.7
Cloud Systems Software,Georgia Institute of Technology,51,Medium,College,65,Yes,Advanced,5
Lesson | Understand and Be Understood on the Phone,Georgia Institute of Technology,84,High,High School,70,Yes,Not Calibrated,4.3
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,87,High,High School,68,Yes,Advanced,4.6
Machine Design Part I,Georgia Institute of Technology,64,Low,High School,64,No,Advanced,4.8
Linear Circuits 2: AC Analysis,Georgia Institute of Technology,61,Low,High School,67,Yes,Intermediate,4.7
Lesson | Express Yourself: Pronunciation,Georgia Institute of Technology,53,Medium,High School,68,Yes,Not Calibrated,4.2
Introduction to High-Throughput Materials Development,Georgia Institute of Technology,57,Low,High School,69,No,Advanced,4.5
Lesson | Get Ready for the Interview,Georgia Institute of Technology,83,Low,High School,65,Yes,Not Calibrated,4.6
"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",Georgia Institute of Technology,91,Low,High School,67,Yes,Conversant,4.8
Supply Chain Principles,Georgia Institute of Technology,95,High,College,68,Yes,Beginner,4.6
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,78,High,High School,58,No,Intermediate,4.6
Lesson | Organize Your Pitch,Georgia Institute of Technology,97,High,Postgraduate,72,No,Not Calibrated,4.4
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Georgia Institute of Technology,69,Medium,College,70,Yes,Intermediate,4.8
Games without Chance: Combinatorial Game Theory,Georgia Institute of Technology,99,High,Postgraduate,71,No,Intermediate,4.3
Better Business Writing in English,Georgia Institute of Technology,88,Medium,College,59,No,Advanced,4.6
Network Function Virtualization,Georgia Institute of Technology,53,Medium,High School,70,No,Advanced,3
How to Manage a Remote Team,GitLab,81,Low,Postgraduate,67,Yes,Advanced,4.8
"Fundamentals of Funding, with Goldman Sachs 10,000 Women",Goldman Sachs,98,Medium,High School,65,Yes,Beginner,4.6
"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",Goldman Sachs,84,High,High School,70,Yes,Beginner,4.6
"Fundamentals of Negotiation, with Goldman Sachs 10,000 Women",Goldman Sachs,88,Low,College,66,Yes,Beginner,4.6
"Fundamentals of Operations, with Goldman Sachs 10,000 Women",Goldman Sachs,96,Low,College,64,No,Beginner,4.6
"Fundamentals of Management, with Goldman Sachs 10,000 Women",Goldman Sachs,55,Low,High School,61,Yes,Beginner,4.8
"Grow Your Business with Goldman Sachs 10,000 Women",Goldman Sachs,78,Low,High School,67,No,Beginner,4.8
"Fundamentals of Customers and Competition, with Goldman Sachs 10,000 Women",Goldman Sachs,53,Low,College,69,No,Beginner,4.8
"Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women",Goldman Sachs,98,Low,High School,68,Yes,Beginner,4.6
"Fundamentals of Leadership, with Goldman Sachs 10,000 Women",Goldman Sachs,83,Medium,High School,69,Yes,Beginner,4.7
"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",Goldman Sachs,72,Medium,College,64,Yes,Beginner,4.5
Introduction to Git and GitHub,Google,86,Low,High School,69,No,Advanced,4.8
Using Python to Interact with the Operating System,Google,91,High,College,67,No,Advanced,4.6
Troubleshooting and Debugging Techniques,Google,73,Medium,College,65,No,Conversant,4.5
Automating Real-World Tasks with Python,Google,53,Medium,Postgraduate,65,Yes,Advanced,4.7
Crash Course on Python,Google,86,Medium,High School,75,Yes,Conversant,4.7
Technical Support Fundamentals,Google,68,Medium,High School,68,Yes,Conversant,4.8
Configuration Management and the Cloud,Google,100,Low,College,70,Yes,Conversant,4.7
The Bits and Bytes of Computer Networking,Google,84,Medium,High School,66,Yes,Conversant,4.7
IT Security: Defense against the digital dark arts,Google,71,Low,Postgraduate,69,No,Beginner,4.7
Operating Systems and You: Becoming a Power User,Google,59,Medium,High School,65,Yes,Conversant,4.6
System Administration and IT Infrastructure Services,Google,94,Medium,High School,75,Yes,Conversant,4.7
VR and 360 Video Production,Google AR & VR,60,High,College,67,Yes,Beginner,4.7
Introduction to Augmented Reality and ARCore,Google AR & VR,94,Medium,High School,70,No,Beginner,4.5
Recommendation Systems with TensorFlow on GCP,Google Cloud,58,Medium,College,66,Yes,Advanced,4.2
Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud,100,Low,High School,66,Yes,Beginner,4.5
Hybrid Cloud Service Mesh with Anthos,Google Cloud,90,Medium,College,68,No,Beginner,4.8
Building Resilient Streaming Analytics Systems on GCP,Google Cloud,98,Medium,High School,62,No,Advanced,4.6
Building Resilient Streaming Analytics Systems on GCP,Google Cloud,94,High,College,66,Yes,Advanced,4.6
Securing and Integrating Components of your Application,Google Cloud,69,Medium,High School,65,No,Beginner,4.6
Achieving Advanced Insights with BigQuery,Google Cloud,84,Medium,High School,68,No,Advanced,4.7
API Design and Fundamentals of Google Cloud's Apigee API Platform,Google Cloud,56,High,College,73,Yes,Beginner,4.7
Developing a Google SRE Culture,Google Cloud,70,Medium,Postgraduate,70,Yes,Advanced,4.8
Getting Started With Application Development,Google Cloud,85,High,Postgraduate,66,Yes,Beginner,4.5
Production Machine Learning Systems,Google Cloud,75,Medium,High School,65,Yes,Beginner,4.6
Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,83,Low,College,66,No,Intermediate,4.6
Reinforcement Learning for Trading Strategies,Google Cloud,100,Low,College,68,No,Conversant,3.4
Optimizing Your Google Cloud Platform (GCP) Costs,Google Cloud,64,Low,High School,71,Yes,Advanced,4.5
Introduction to TensorFlow,Google Cloud,79,Medium,Postgraduate,66,No,Advanced,4.3
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud,64,Medium,College,64,No,Conversant,4.7
Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,77,Low,High School,70,No,Beginner,4.7
Introduction to Cloud Identity,Google Cloud,53,High,High School,67,No,Beginner,4.5
Business Transformation with Google Cloud,Google Cloud,66,High,High School,69,No,Beginner,4.7
Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,69,High,High School,72,Yes,Beginner,4.7
How Google does Machine Learning,Google Cloud,77,Low,High School,67,No,Beginner,4.6
Architecting with Google Kubernetes Engine: Workloads,Google Cloud,58,Medium,High School,60,Yes,Intermediate,4.7
Understanding Your Google Cloud Platform (GCP) Costs,Google Cloud,89,Low,High School,68,No,Advanced,4.6
Sequence Models for Time Series and Natural Language Processing,Google Cloud,56,Medium,High School,62,Yes,Intermediate,4.3
Industrial IoT on Google Cloud Platform,Google Cloud,96,Low,Postgraduate,94,No,Advanced,4.5
Essential Google Cloud Infrastructure: Core Services,Google Cloud,74,Low,Postgraduate,62,No,Conversant,4.7
Building Conversational Experiences with Dialogflow,Google Cloud,94,Medium,High School,63,Yes,Intermediate,4.3
Applying Machine Learning to your Data with GCP,Google Cloud,55,Medium,College,68,No,Advanced,4.7
Image Understanding with TensorFlow on GCP,Google Cloud,61,Low,College,61,Yes,Advanced,4.6
Introduction to G Suite,Google Cloud,86,Medium,High School,68,Yes,Beginner,4.7
Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Google Cloud,96,Medium,High School,71,Yes,Conversant,4.8
Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,64,Low,College,68,No,Beginner,4.7
Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,84,Low,College,69,No,Advanced,4.7
Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,96,Low,High School,69,Yes,Beginner,4.7
Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,87,Medium,College,74,Yes,Beginner,4.7
Hybrid Cloud Multi-Cluster with Anthos,Google Cloud,91,Medium,Postgraduate,67,No,Conversant,4.8
On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Google Cloud,97,Low,High School,66,No,Conversant,4.7
Art and Science of Machine Learning,Google Cloud,75,Low,College,65,No,Advanced,4.6
Essential Google Cloud Infrastructure: Core Services,Google Cloud,57,Medium,College,66,Yes,Conversant,4.7
Essential Google Cloud Infrastructure: Core Services,Google Cloud,50,Low,High School,62,No,Conversant,4.7
"Logging, Monitoring and Observability in Google Cloud",Google Cloud,67,Low,High School,68,Yes,Beginner,4.8
Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,84,Medium,High School,70,Yes,Beginner,4.7
Getting Started with Google Sheets,Google Cloud,66,Medium,College,70,No,Beginner,4.6
Exploring ?and ?Preparing ?your ?Data with BigQuery,Google Cloud,74,High,Postgraduate,68,No,Beginner,4.6
Architecting with Google Kubernetes Engine: Foundations,Google Cloud,67,Low,College,69,No,Beginner,4.7
Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,53,Medium,High School,65,No,Beginner,4.7
Managing Security in Google Cloud Platform,Google Cloud,53,Low,High School,69,No,Beginner,4.7
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,89,Medium,High School,63,No,Beginner,3.9
G Suite Security,Google Cloud,54,Low,Postgraduate,67,Yes,Beginner,4.7
Mitigating Security Vulnerabilities on Google Cloud Platform,Google Cloud,92,Medium,High School,68,No,Beginner,4.7
G Suite Mail Management,Google Cloud,97,Low,High School,63,Yes,Beginner,4.8
Networking in Google Cloud: Hybrid Connectivity and Network Management,Google Cloud,81,Medium,Postgraduate,68,Yes,Conversant,4.8
Managing G Suite,Google Cloud,86,Low,College,64,No,Beginner,4.7
Machine Learning for Business Professionals,Google Cloud,54,High,Postgraduate,70,Yes,Advanced,4.6
Migrating to Google Cloud,Google Cloud,94,Medium,Postgraduate,69,Yes,Beginner,4.7
Using Machine Learning in Trading and Finance,Google Cloud,66,Medium,Postgraduate,64,No,Intermediate,3.5
End-to-End Machine Learning with TensorFlow on GCP,Google Cloud,59,Low,High School,59,No,Beginner,4.5
"Introduction to Trading, Machine Learning & GCP",Google Cloud,88,Low,College,61,No,Beginner,3.4
"App Deployment, Debugging, and Performance",Google Cloud,77,Low,High School,72,Yes,Conversant,4.5
Networking in Google Cloud: Defining and Implementing Networks,Google Cloud,100,Low,High School,62,Yes,Beginner,4.8
Creating New BigQuery Datasets and Visualizing Insights,Google Cloud,96,Low,High School,65,Yes,Conversant,4.6
Planning for your G Suite Deployment,Google Cloud,73,Low,High School,67,Yes,Beginner,4.8
Feature Engineering,Google Cloud,58,Low,College,66,Yes,Beginner,4.4
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,92,Medium,High School,69,No,Advanced,4.3
Security Best Practices in Google Cloud,Google Cloud,96,Low,College,75,No,Beginner,4.7
Develop and Deploy Windows Applications on Google Cloud Platform,Google Cloud,99,Low,Postgraduate,73,Yes,Advanced,4.6
Google Cloud Product Fundamentals,Google Cloud,94,Low,High School,64,No,Beginner,4.7
Managing Change when Moving to Google Cloud,Google Cloud,77,Low,Postgraduate,74,Yes,Beginner,4.8
Essential Google Cloud Infrastructure: Foundation,Google Cloud,53,Medium,High School,68,Yes,Conversant,4.7
Essential Google Cloud Infrastructure: Foundation,Google Cloud,93,Low,High School,68,Yes,Conversant,4.7
Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,69,Low,Postgraduate,68,No,Conversant,4.6
Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,82,Medium,College,68,Yes,Conversant,4.6
Hybrid Cloud Infrastructure Foundations with Anthos,Google Cloud,54,Low,High School,67,Yes,Intermediate,4.7
API Development on Google Cloud's Apigee API Platform,Google Cloud,82,Low,High School,66,Yes,Intermediate,4.6
API Security on Google Cloud's Apigee API Platform,Google Cloud,90,High,College,65,Yes,Intermediate,4.6
"Smart Analytics, Machine Learning, and AI on GCP",Google Cloud,99,Medium,College,66,Yes,Beginner,4.6
Getting Started with Google Kubernetes Engine,Google Cloud,88,Low,Postgraduate,61,Yes,Conversant,4.4
Essential Google Cloud Infrastructure: Foundation,Google Cloud,65,Low,College,67,No,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,85,Medium,High School,66,Yes,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,95,High,College,69,Yes,Conversant,4.7
"Smart Analytics, Machine Learning, and AI on GCP",Google Cloud,79,Medium,College,65,No,Beginner,4.6
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,91,Medium,Postgraduate,67,No,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,68,Medium,High School,70,Yes,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,51,Low,Postgraduate,65,Yes,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,67,High,High School,72,Yes,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,66,High,High School,66,No,Conversant,4.7
Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,56,Low,High School,68,No,Conversant,4.7
Architecting with Google Kubernetes Engine: Production,Google Cloud,53,Low,Postgraduate,62,Yes,Intermediate,4.7
Practical Machine Learning on H2O,H2O,85,Low,High School,70,Yes,Advanced,4.1
